	iYLI649_ID	iYLI649_Name	iYali_ID	iYali_Name	iYli21_ID	iYli21_Name
1028			y000849	peroxisomal acyl-CoA thioesterase		
1029			y000850	peroxisomal acyl-CoA thioesterase		
1030			y000853	phenylalanyl-tRNA synthetase		
1031			y000854	phenylpyruvate decarboxylase		
1032			y000859	phosphatidylethanolamine methyltransferase		
1033			y000860	phosphatidylglycerolphosphate synthase		
1034			y000866	phosphatidylinositol 4-kinase		
1035			y000867	phosphatidylinositol 4-kinase		
1036			y000875	phosphatidylinositol synthase		
1037			y000876	phosphatidylinositol-4-phosphate 5-kinase		
1038			y000877	phosphatidylserine decarboxylase		
1039			y000878	phosphatidylserine decarboxylase		
1040			y000879	phosphatidylserine decarboxylase		
1041			y000880	PS synthase		
1042			y000899	phospholipase D		
1043			y000900	phospholipid methyltransferase		
1044			y000901	phospholipid methyltransferase		
1045			y000913	phosphoribosylanthranilate isomerase		
1046			y000915	phosphoribosylpyrophosphate amidotransferase		
1047			y000919	phytoceramidase		
1048			y000923	phosphatidylinositol 3-kinase		
1049			y000937	poylamine oxidase		
1050			y000940	proline oxidase (NAD)		
1051			y000942	protoporphyrinogen oxidase		
1052			y000943	purine-nucleoside phosphorylase		
1053			y000949	guanosine phosphorylase		
1054			y000950	guanosine phosphorylase		
1055			y000951	inosine phosphorylase		
1056			y000960	pyruvate decarboxylase (acetoin-forming)		
1057			y000963	quinone oxidoreductase		
1058			y000964	reduced glutathione via ABC system		
1059			y000966	riboflavin kinase		
1060			y000968	riboflavin synthase		
1061			y000974	ribonucleotide reductase		
1062			y000975	ribonucleotide reductase		
1063			y000976	ribonucleotide reductase		
1064			y000977	ribonucleotide reductase		
1065			y000978	ribonucleotide reductase		
1066			y000979	ribonucleotide reductase		
1067			y000983	ribosylnicotinamide kinase		
1068			y000985	S-adenosyl-L-methionine:3-hexaprenyl-4,5-dihydroxylate O-methyltransferase		
1069			y000998	sirohydrochlorin dehydrogenase		
1070			y000999	sirohydrochlorin ferrochetalase		
1071			y001010	squalene epoxidase (NAD)		
1072			y001011	squalene epoxidase (NADP)		
1073			y001021	succinate dehydrogenase (ubiquinone-6)		
1074			y001028	taurcholate via ABC system		
1075			y001029	taurine dioxygenase		
1076			y001030	tetrahydrofolate aminomethyltransferase		
1077			y001032	thiamin diphosphatase		
1078			y001039	thioredoxin reductase (NADPH)		
1079			y001043	threonyl-tRNA synthetase		
1080			y001047	trans-pentaprenyltranstransferase		
1081			y001049	transketolase 1		
1082			y001050	transketolase 2		
1083			y001053	triacylglycerol lipase		
1084			y001056	tryptophan transaminase		
1085			y001058	tryptophanyl-tRNA synthetase		
1086			y001059	phosphatidylinositol 4-kinase		
1087			y001065	tyrosine transaminase		
1088			y001067	tyrosyl-tRNA synthetase		
1089			y001068	UDP-glucose:ergosterol glucosyltransferase		
1090			y001073	UMP kinase		
1091			y001080	uridylate kinase (dUMP)		
1092			y001085	V-ATPase, Golgi		
1093			y001086	V-ATPase, vacuole		
1094			y001090	valyl-tRNA synthetase		
1095			y001096	(R)-mevalonate transport		
1096			y001099	2-oxoadipate and 2-oxoglutarate transport		
1097			y001100	3-hexaprenyl-4,5-dihydroxybenzoate transport		
1098			y001101	4-aminobutyrate transport		
1099			y001102	5-aminolevulinate transport		
1100			y001103	5-formyltetrahydrofolic acid transport		
1101			y001104	8-Amino-7-oxononanoate transport		
1102			y001106	acetate transport		
1103			y001108	adenine transport		
1104			y001109	adenosine transport		
1105			y001110	ADP/ATP transporter		
1106			y001111	ADP/ATP transporter		
1107			y001112	AKG transporter, mitochonrial		
1108			y001113	allantoate uniport		
1109			y001114	allantoin uniport		
1110			y001115	ammonia transport		
1111			y001116	AMP/ATP transporter		
1112			y001118	aspartate-glutamate transporter		
1113			y001120	carnithine-acetylcarnithine carrier		
1114			y001121	ceramide-2' (sphinganine:n-C24:0OH) transport		
1115			y001122	ceramide-2' (sphinganine:n-C26:0OH) transport		
1116			y001123	ceramide-3 (Phytosphingosine:n-C24:0OH) transport		
1117			y001124	ceramide-3 (Phytosphingosine:n-C26:0OH) transport		
1118			y001125	choline transport		
1119			y001126	citrate transport		
1120			y001127	citrate transport		
1121			y001128	citrate transport		
1122			y001129	coenzyme A transport		
1123			y001130	CTP transport		
1124			y001131	CTP/CMP antiport		
1125			y001132	cytidine transport		
1126			y001133	cytosine transport		
1127			y001134	D-fructose transport		
1128			y001135	D-galactose transport		
1129			y001136	D-lactate transport		
1130			y001137	D-lactate transport		
1131			y001139	D-mannose transport		
1132			y001146	episterol transport		
1133			y001147	ergosterol transport		
1134			y001149	ethanolamine transport		
1135			y001151	fadH2 transport		
1136			y001161	fecosterol transport		
1137			y001164	folic acid transport		
1138			y001165	GDP-mannose antiport		
1139			y001166	glucose transport		
1140			y001167	glutathione transport		
1141			y001168	glutathione transport		
1142			y001169	glycero-3-phospho-1-inositol transport		
1143			y001170	glycero-3-phosphocholine transport		
1144			y001171	glycerol transport		
1145			y001173	glycine transport		
1146			y001174	glycogen vacuolar 'transport' via autophagy		
1147			y001175	GTP/GDP translocase		
1148			y001176	guanine transport		
1149			y001177	inositol transport		
1150			y001179	iron (II) transport		
1151			y001180	isoamyl acetate transport		
1152			y001182	isopentenyl diphosphate transport		
1153			y001183	L-alanine transport		
1154			y001184	L-arganine transport		
1155			y001186	L-asparagine transport		
1156			y001187	L-asparagine transport		
1157			y001188	L-aspartate transport		
1158			y001189	L-aspartate transport		
1159			y001190	L-aspartate transport		
1160			y001191	L-carnitine transport		
1161			y001192	L-cystine transport		
1162			y001194	L-glutamate transport		
1163			y001195	L-glutamate transport		
1164			y001196	L-glutamate transport		
1165			y001197	L-glutamine transport		
1166			y001198	L-glutamine transport		
1167			y001199	L-glutamine transport		
1168			y001201	L-histidine transport		
1169			y001203	L-isoleucine transport		
1170			y001204	L-isoleucine transport		
1171			y001205	L-isoleucine transport		
1172			y001206	L-lactate transport		
1173			y001207	L-lactate transport		
1174			y001209	L-leucine transport, vacuoluar		
1175			y001210	L-leucine transport, vacuoluar		
1176			y001211	L-leucine transport		
1177			y001213	L-lysine transport		
1178			y001214	L-methionine transport		
1179			y001215	L-phenylalanine transport		
1180			y001216	L-proline transport		
1181			y001217	L-serine transport		
1182			y001218	L-threonine transport		
1183			y001219	L-tryptophan transport		
1184			y001221	L-tyrosine transport		
1185			y001222	L-tyrosine transport		
1186			y001223	L-tyrosine transport		
1187			y001224	L-valine transport		
1188			y001225	lanosterol transport		
1189			y001226	malate transport		
1190			y001227	maltose transport		
1191			y001229	NAD transport		
1192			y001230	NAD transport		
1193			y001231	NAD transport		
1194			y001232	NAD transport		
1195			y001235	nicotinate transport		
1196			y001236	octadecanoate (n-C18:0) transport		
1197			y001237	ornithine transport		
1198			y001238	orntithine transport		
1199			y001239	oxaloacetate transport		
1200			y001241	pantothenate transport		
1201			y001242	pentaprenyl diphosphate transport		
1202			y001244	phosphate transport		
1203			y001245	phosphate transport		
1204			y001246	phosphatidylinositol 4-kinase		
1205			y001247	phosphatidylinositol-4-phosphate 5-kinase		
1206			y001249	potassium transport		
1207			y001251	putrescine transport		
1208			y001252	putrescine transport		
1209			y001254	pyruvate transport		
1210			y001255	S-adenosyl-L-methionine transport		
1211			y001256	S-adenosyl-L-methionine transport		
1212			y001258	sodium proton antiporter		
1213			y001260	spermidine transport		
1214			y001261	spermidine transport		
1215			y001262	spermine transport		
1216			y001263	spermine transport		
1217			y001264	succinate transport		
1218			y001265	succinate-fumarate transport		
1219			y001266	sulfate uniport		
1220			y001267	sulfite transport		
1221			y001268	taurine transport		
1222			y001269	thiamine diphosphate transport		
1223			y001270	thiamine transport		
1224			y001271	UDPgalactose transport		
1225			y001272	uracil transport		
1226			y001273	urea transport		
1227			y001274	uridine transport		
1228			y001275	UTP transport		
1229			y001276	UTP/UMP antiport		
1230			y001277	water diffusion		
1231			y001543	(1-3)-beta-D-glucan transport		
1232			y001547	(R)-mevalonate exchange		
1233			y001551	(S)-lactate exchange		
1234			y001553	1-(sn-glycero-3-phospho)-1D-myo-inositol exchange		
1235			y001554	1-acylglycerophosphocholine exchange		
1236			y001560	1D-myo-inositol 1,3,4,5,6-pentakisphosphate diffusion		
1237			y001562	1D-myo-inositol 1-phosphate transport		
1238			y001566	2'-deoxyuridine exchange		
1239			y001567	2-dehydro-3-deoxy-D-arabino-heptonate7-phohsphate transport		
1240			y001568	2-dehydropantoate transport		
1241			y001572	2-isopropylmalate exchange		
1242			y001573	2-isopropylmalate transport		
1243			y001574	2-isopropylmalate transport		
1244			y001585	2-oxobutanoate transporter		
1245			y001587	2-oxoglutarate transport		
1246			y001588	2-oxoglutarate transport		
1247			y001595	3-carboxy-4-methyl-2-oxopentanoate transport		
1248			y001596	3-methyl-2-oxopentanoate transport		
1249			y001601	3-octaprenyl-4-hydroxybenzoate transport		
1250			y001604	4-aminobenzoate exchange		
1251			y001605	4-aminobenzoate transport		
1252			y001606	4-aminobenzoate transport		
1253			y001607	4-aminobutanal transport		
1254			y001608	4-aminobutyrate transport		
1255			y001609	4-hydroxy-2-oxoglutarate transport		
1256			y001610	4-hydroxy-2-oxoglutarate transport		
1257			y001611	4-hydroxybenzoate transport		
1258			y001621	5-aminolevulinate exchange		
1259			y001622	5-aminolevulinate transport		
1260			y001625	5-formyltetrahydrofolic acid exchange		
1261			y001628	7,8-diaminononanoate transport		
1262			y001630	9H-xanthine exchange		
1263			y001631	acetaldehyde exchange		
1264			y001632	acetaldehyde transport		
1265			y001633	acetaldehyde transport		
1266			y001635	acetate transport		
1267			y001637	acetyl-CoA transport		
1268			y001638	acetylcarnitine transport		
1269			y001640	adenine transport		
1270			y001644	ADP transport		
1271			y001645	ADP transport		
1272			y001647	AKG transporter, peroxisome		
1273			y001650	alpha,alpha-trehalose exchange		
1274			y001656	AMP transport		
1275			y001657	arginine transport		
1276			y001658	asparagine transport		
1277			y001659	aspartate-glutamate transporter		
1278			y001660	ATP diffusion		
1279			y001661	ATP transport		
1280			y001663	bicarbonate exchange		
1281			y001664	bicarbonate formation		
1282			y001665	bicarbonate formation		
1283			y001667	bicarbonate formation		
1284			y001668	bicarbonate formation		
1285			y001669	bicarbonate transport		
1286			y001672	carbon dioxide exchange		
1287			y001673	carnitine transport		
1288			y001674	carnitine-acetylcarnitine carrier		
1289			y001675	CDP transport		
1290			y001676	ceramide transport		
1291			y001677	ceramide transport		
1292			y001678	ceramide transport		
1293			y001679	ceramide transport		
1294			y001680	ceramide transport		
1295			y001681	ceramide transport		
1296			y001684	choline transport		
1297			y001686	citrate transport		
1298			y001687	citrate(3-) exchange		
1299			y001691	CO2 transport		
1300			y001694	CO2 transport		
1301			y001695	CO2 transport		
1302			y001696	CO2 transport		
1303			y001697	CO2 transport		
1304			y001698	coenzyme A transport		
1305			y001699	coenzyme A transport		
1306			y001700	coenzyme A transport		
1307			y001707	D-arabinose transport		
1308			y001708	D-erythrose 4-phosphate transport		
1309			y001712	D-glucitol exchange		
1310			y001717	D-sorbitol transport		
1311			y001719	D-xylose transport		
1312			y001720	dADP transport		
1313			y001721	dCDP transport		
1314			y001726	deamino-NAD+ diffusion		
1315			y001731	deoxycytidine transport		
1316			y001735	deoxyuridine transport		
1317			y001737	dGDP transport		
1318			y001738	dhnpt transport		
1319			y001743	dihydrofolate transport		
1320			y001745	dihydropteroate transport		
1321			y001746	dihydroxyacetone phosphate transport		
1322			y001747	diphosphate transport		
1323			y001748	dolichol phosphate transport		
1324			y001751	dUDP diffusion		
1325			y001752	dUMP transport		
1326			y001753	episterol exchange		
1327			y001754	ergosta-5,6,22,24,(28)-tetraen-3beta-ol transport		
1328			y001758	ergosterol transport		
1329			y001759	ergosterol transport		
1330			y001760	ergosterol transport		
1331			y001762	ethanol transport		
1332			y001763	ethanol transport, mitochondrial		
1333			y001764	ethanolamine exchange		
1334			y001766	farnesyl diphosphate transport		
1335			y001770	fatty acid transport		
1336			y001771	fatty acid transport		
1337			y001772	fatty acid transport		
1338			y001774	fatty acid transport		
1339			y001775	fatty acid transport		
1340			y001776	fatty acid transport		
1341			y001777	myristate (n-C14:0) transport		
1342			y001788	fecosterol exchange		
1343			y001792	folic acid exchange		
1344			y001794	formate transport		
1345			y001795	formate transport		
1346			y001796	formate transport		
1347			y001798	fumarate(2-) exchange		
1348			y001800	gamma-aminobutyrate exchange		
1349			y001801	GDP transport		
1350			y001802	GDP transport		
1351			y001803	GDP-alpha-D-mannose transport		
1352			y001806	glutathione disulfide exchange		
1353			y001807	glutathione exchange		
1354			y001811	glycine transport		
1355			y001812	glycoaldehyde transport		
1356			y001813	glycoaldehyde transport		
1357			y001815	glyoxylate exchange		
1358			y001816	glyoxylate transport		
1359			y001817	glyoxylate transport		
1360			y001819	guanine transport		
1361			y001822	guanosine transport		
1362			y001823	guanosine transport		
1363			y001824	H+ diffusion		
1364			y001825	H+ diffusion		
1365			y001826	H+ diffusion		
1366			y001827	H+ diffusion		
1367			y001829	H+ diffusion		
1368			y001830	H+ diffusion		
1369			y001831	H+ diffusion		
1370			y001833	hexacosanoyl-CoA transport		
1371			y001835	hexadecanoate (n-C16:0) transport		
1372			y001836	hexadecenoate (n-C16:1) transport		
1373			y001837	L-histidine transport, mitochondrial		
1374			y001838	homocitrate synthase		
1375			y001839	hydrogen peroxide transport		
1376			y001840	hydroxymethylglutaryl-CoA transport		
1377			y001842	hypoxanthine transport		
1378			y001846	indole-3-acetate transport		
1379			y001849	inositol hexakisphosphate transport		
1380			y001851	IPC transport		
1381			y001852	IPC transport		
1382			y001853	IPC transport		
1383			y001854	IPC transport		
1384			y001855	IPC transport		
1385			y001856	IPC transport		
1386			y001857	IPC transport		
1387			y001858	IPC transport		
1388			y001859	IPC transport		
1389			y001860	IPC transport		
1390			y001861	iron(2+) exchange		
1391			y001862	isoamyl acetate exchange		
1392			y001863	isoamyl alcohol transport		
1393			y001864	isoamyl alcohol transport		
1394			y001865	isoamylol exchange		
1395			y001874	L-alanine transport		
1396			y001876	L-arabinitol transport		
1397			y001877	L-arabinoase transport		
1398			y001882	L-carnitine transport		
1399			y001884	L-erythro-4-hydroxyglutamate transport		
1400			y001885	L-erythro-4-hydroxyglutamate transport		
1401			y001886	L-glucitol exchange		
1402			y001887	L-glutamate 5-semialdehyde dehydratase		
1403			y001890	L-glutamate transport		
1404			y001892	L-glutamine transport		
1405			y001895	L-homoserine transport		
1406			y001898	L-isoleucine transport		
1407			y001901	L-malate transport		
1408			y001905	L-proline transport		
1409			y001907	L-serine transport		
1410			y001908	L-sorbitol transport		
1411			y001910	L-sorbose transport		
1412			y001915	lanosterol exchange		
1413			y001916	laurate exchange		
1414			y001919	lysine transport		
1415			y001920	M(IP)2C transport		
1416			y001921	M(IP)2C transport		
1417			y001922	M(IP)2C transport		
1418			y001923	M(IP)2C transport		
1419			y001924	M(IP)2C transport		
1420			y001925	M(IP)2C transport		
1421			y001926	M(IP)2C transport		
1422			y001927	M(IP)2C transport		
1423			y001928	M(IP)2C transport		
1424			y001929	M(IP)2C transport		
1425			y001932	mannan transport		
1426			y001935	methionine transport		
1427			y001937	MIPC transport		
1428			y001938	MIPC transport		
1429			y001939	MIPC transport		
1430			y001940	MIPC transport		
1431			y001941	MIPC transport		
1432			y001942	MIPC transport		
1433			y001943	MIPC transport		
1434			y001944	MIPC transport		
1435			y001945	MIPC transport		
1436			y001946	MIPC transport		
1437			y001963	NADP(+) transport		
1438			y001964	NADPH transport		
1439			y001965	NH3 transport		
1440			y001966	nicotinamide diffusion		
1441			y001967	nicotinate exchange		
1442			y001970	NMN transport		
1443			y001971	NMN transport		
1444			y001972	NMN transport		
1445			y001976	O-acetylcarnintine transport into mitochondria		
1446			y001977	O2 transport		
1447			y001978	O2 transport		
1448			y001979	O2 transport		
1449			y001980	O2 transport		
1450			y001981	octadecanoate (n-C18:0) transport		
1451			y001984	octanoate exchange		
1452			y001988	oxaloacetate transport		
1453			y001989	oxaloacetate(2-) exchange		
1454			y001991	oxidized thioredoxin transport		
1455			y001992	oxygen exchange		
1456			y001993	palmitate exchange		
1457			y001994	palmitoleate exchange		
1458			y001995	palmitoyl-CoA transport		
1459			y001996	panthetheine 4'-phosphate transport		
1460			y002004	phenylalanine transport		
1461			y002008	phosphate transport		
1462			y002020	potassium exchange		
1463			y002022	protoporphyrinogen IX transport		
1464			y002023	PRPP transport		
1465			y002028	pyridoxine exchange		
1466			y002032	pyrophosphate transport		
1467			y002034	pyruvate transport		
1468			y002036	quinolinate transport		
1469			y002037	reduced thioredoxin transport		
1470			y002039	riboflavin transport		
1471			y002040	riboflavin transport		
1472			y002041	ribose transporter		
1473			y002042	S-adenosyl-L-homocysteine transport		
